"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
"302",0,0,0.0740740740740741,0,2.69028701455389e-06,0.000199184708533016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0645792563600783,0.0645792563600783,0,0,0.03,0.03,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"331",0,0,0.0740740740740741,0,3.38239404734369e-06,7.89625094541599e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0176125244618395,0.0176125244618395,0,0,0,0,1,0,0,0.0352941176470588,1,1,0,0.11,0.01,0,0,0,0,1
"351",0,0.5,0.148148148148148,0,5.02335749605499e-07,6.40236563141837e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354207436399217,0.354207436399217,0,0,0,0,1,0,0,1,0.980392156862745,0.98,0.01,0,0,0,0,0,0,1
"363",1.83651356265266e-05,0.5,0.185185185185185,0,1.1721167490795e-06,2.09143943959667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,0.16078431372549,0.0196078431372549,0.12,0.05,0.05,0,0,0,0,0,1
"376",0,0.5,0.148148148148148,0,4.80009716289699e-07,6.11781604779978e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238747553816047,0.395303326810176,0,0,0,0,1,0,0.01,1,1,1,0,0.01,0,0,0,0,0,1
"393",0,0,0.0740740740740741,0,3.61681739715959e-06,0.000327516570745002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0430528375733855,0.0547945205479452,0,0,0,0,1,0,0.14,1,1,1,0,0,0,0,0,0,0,1
"433",3.67302712530532e-05,0,0.222222222222222,0,1.77603595027189e-05,5.29262225530585e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00391389432485323,0,0,0,0,1,0,1,0.709803921568627,0.576470588235294,0.81,0.02,0.01,0,0,0,0,0,1
"449",0.166241207691319,0.5,0.037037037037037,0,1.6298004320534e-06,1.49388531399762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782778864970646,0.00391389432485323,0,0,0,0,0.5,0.5,0,1,0.00784313725490196,0.01,0.66,0.99,0,0,0,0,0,1
"453",0,0,0.0740740740740741,0,3.23727483079099e-06,0.000427678024178747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0215264187866928,0.0215264187866928,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"482",0,0,0.0740740740740741,0,2.84656924776449e-06,0.000122498595747805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.086105675146771,0.086105675146771,0.02,0.02,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"517",0,0,0.0740740740740741,0,3.37123103068579e-06,7.085284632103e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0195694716242661,0.0195694716242661,0,0,0,0,1,0,0,0.513725490196078,1,1,0,0.01,0.04,0,0,0,0,1
"542",0,0,0.0740740740740741,0,2.455863664738e-06,0.000198900158949397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.050880626223092,0.0821917808219178,0,0,0,0,1,0,0.05,0.101960784313725,1,1,0,0.04,0.03,0,0,0,0,1
"552",0,0.5,0.148148148148148,0,4.80009716289699e-07,9.8169606348415e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234833659491194,0.234833659491194,0,0,0,0,1,0,0,1,0.96078431372549,0.96,0.01,0.01,0,0,0,0,0,1
"565",0,0.5,0.148148148148148,0,4.91172732947599e-07,1.89225473106365e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.146771037181996,0,0,0,0,1,0,0.03,0.47843137254902,0.831372549019608,0.88,0.02,0.88,0.01,0,0,0.08,0,1
"601",0,0.5,0.148148148148148,0,4.80009716289699e-07,6.11781604779978e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289628180039139,0.446183953033268,0,0,0,0,1,0,0.01,1,1,1,0,0.01,0,0,0,0,0,1
"612",0,0,0,0,7.15549367771389e-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,0.686274509803922,0.188235294117647,0.25,0.02,0.25,0.04,0,0,0,0,1
"644",0,0,0.0740740740740741,0,3.46053516394899e-06,0.000397515768315176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00782778864970646,0.00782778864970646,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"662",0,0,0.222222222222222,0,7.76945959389838e-06,4.7377505672496e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.427450980392157,0.52156862745098,0.39,0.04,0.01,0.02,0,0,0,0,1
"713",0,0,0.0740740740740741,0,2.4670266813959e-06,0.000409466850827157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.0823529411764706,0.227450980392157,1,0,0.05,0.03,0,0,0,0,1
"733",0,1,0.259259259259259,0,2.0205060150799e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00391389432485323,0,0,0,0,0.67,0.67,0,1,0.364705882352941,0.36,0.01,0.46,0,0,0,0,0,1
"742",0,0.5,0.148148148148148,0,4.68846699631799e-07,5.97554125599048e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176125244618395,0.0273972602739726,0,0,0,0,1,0,0.21,0.329411764705882,0.325490196078431,0.99,0.02,0.01,0,0,0,0,0,1
"762",0,0,0,0,1.339561998948e-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.172549019607843,0.184313725490196,0.55,0.07,0.55,0.04,0,0,0,0,1
"782",0,0,0.0740740740740741,0,2.344233498159e-06,0.000396946669147939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0195694716242661,0.0528375733855186,0,0,0,0,1,0,0.11,0.188235294117647,1,1,0,0.02,0.09,0,0,0,0,1
"791",0,0,0.0740740740740741,0,3.58332834718589e-06,0.000808547641852236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0195694716242661,0.0195694716242661,0,0,0,0,1,0,0,0.658823529411765,1,1,0,0.01,0.04,0,0,0,0,1
"811",0,0,0.0740740740740741,0,3.67263248044909e-06,0.000566538220984621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.060665362035225,0,0,0,0,1,0,0.1,0.0941176470588235,1,1,0,0.04,0.05,0,0,0,0,1
"852",0,0,0.0740740740740741,0,3.57216533052799e-06,5.39221460957236e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0176125244618395,0.0176125244618395,0,0,0,0,1,0,0,0.482352941176471,1,1,0,0.01,0.02,0,0,0,0,1
"871",0,0,0.0740740740740741,0,2.5116787480275e-06,0.000535237766786576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0195694716242661,0.0195694716242661,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"901",0.00578501772235588,0.5,0.037037037037037,0,1.6298004320534e-06,1.49388531399762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00391389432485323,0,0,0,0,0.67,0.67,0,0.458823529411765,0.00784313725490196,0.02,0.54,0.78,0,0,0,0,0,1
"912",0,0,0.0740740740740741,0,2.75726511450129e-06,0.000201461105201965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0215264187866928,0.0215264187866928,0,0,0,0,1,0,0,0.611764705882353,1,1,0,0.01,0.09,0,0,0.46,0.61,1
"921",0,0,0.0740740740740741,0,3.94054488023869e-06,0.000210993516253188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.0176125244618395,0,0,0,0,1,0,0.33,1,1,1,0,0,0,0,0,0,0,1
"931",0,0.5,0.148148148148148,0,4.91172732947599e-07,6.26009083960907e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213307240704501,0.36986301369863,0,0,0,0,0.99,0.02,0.01,1,0.996078431372549,1,0.01,0.01,0,0,0,0,0,1
"964",3.67302712530532e-05,0,0.222222222222222,0,3.42146460564634e-05,4.70929560888774e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00391389432485323,0,0,0,0,1,0,1,0.952941176470588,0.466666666666667,0.48,0.02,0,0.02,0.01,0.02,0,0,1
"974",0,0.5,0.037037037037037,0,1.1386276991058e-06,1.45120287645483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.0274509803921569,0.00392156862745098,0.14,0.29,0.14,0,0,0,0,0,1
"9810",0,0,0.0740740740740741,0,2.89122131439609e-06,0.000106706093856973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00782778864970646,0.00978473581213307,0,0,0,0,1,0,0.4,0.0156862745098039,1,1,0,0.25,0.03,0,0,0,0,1
"993",0.0198710767479018,0.5,0.037037037037037,0,1.6409634487113e-06,1.49388531399762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,1,0.00784313725490196,0.01,0.42,0.86,0,0,0,0,0,1
"1013",0,0,0.0740740740740741,0,0,5.03652763004912e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626223091976517,0.0626223091976517,0.03,0.03,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"1021",0,0,0.0740740740740741,0,3.44937214729109e-06,4.35360862936449e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.258823529411765,1,1,0,0.02,0.02,0,0,0,0,1
"1035",0,0,0.0740740740740741,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00391389432485323,0,0,1,1,1,0,1,0.00392156862745098,0.968627450980392,1,0,1,0.15,0,0,1,0.68,1
"1043",0,0,0.0740740740740741,0,3.10331863089619e-06,0.00102821992040579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00587084148727984,0,0,0,0,1,0,0,0.6,1,1,0,0.01,0.05,0,0,0,0,1
"1061",0,0,0.0740740740740741,0,3.49402421392269e-06,0.000108271116566875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.168627450980392,1,1,0,0.02,0.03,0,0,0,0,1
"1072",0,0,0.0740740740740741,0,2.44470064808009e-06,0.000172437047672868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0293542074363992,0.0293542074363992,0,0,0,0,1,0,0,0.949019607843137,1,1,0,0,0.01,0,0,0,0,1
"1084",0,0,0.0740740740740741,0,2.73493908118549e-06,0.00130394846693221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00587084148727984,0,0,0,0,1,0,0.67,0.0392156862745098,1,1,0,0.1,0.05,0,0,0,0,1
"1096",0,0,0.0740740740740741,0,3.66146946379119e-06,0.000319122358028253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.0410958904109589,0,0,0,0,1,0,0,0.0823529411764706,1,1,0,0.05,0.04,0,0,0,0,1
"1101",0,0,0.0740740740740741,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,1,1,1,0,0,0.0901960784313725,0.976470588235294,1,0,0.04,0.1,0,0,1,0.96,1
"1114",0,0,0.0740740740740741,0,2.80191718113289e-06,4.28247123345984e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.0136986301369863,0,0,0,0,1,0,0.29,1,0.988235294117647,0.99,0.01,0,0,0,0,0,0,1
"1123",0,0,0.222222222222222,0,2.33195417983531e-05,4.76620552561145e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,0.5,1,1,1,0.596078431372549,0.6,0.03,0,0,0.01,0.02,0,0.01,1
"1133",0,0,0.0740740740740741,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,1,1,1,0,0,0.0235294117647059,1,1,0,0.17,0.21,0,0,1,0.88,1
"1141",0,0,0.0740740740740741,0,2.64563494792229e-06,7.27024186145508e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.0117647058823529,1,1,0,0.33,0.01,0,0,0,0,1
"1151",0,0,0.0740740740740741,0,3.61681739715959e-06,6.13204352698071e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00782778864970646,0.00978473581213307,0,0,0,0,1,0,0.4,0.419607843137255,1,1,0,0.01,0.02,0,0,0,0,1
"1183",0,0.5,0.185185185185185,0,1.1721167490795e-06,2.06298448123481e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782778864970646,0.00195694716242661,0,0,0,0,0.25,0.5,0,1,0.937254901960784,0.94,0.01,0,0,0,0,0,0,1
"1191",0,0,0.0740740740740741,0,2.43353763142219e-06,0.000138575647222255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0117416829745597,0.0117416829745597,0,0,0,0,1,0,0,0.0235294117647059,1,1,0,0.17,0.02,0,0.01,0,0,1
"1202",0,0,0.0740740740740741,0,3.62798041381749e-06,0.000376885923502828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.0136986301369863,0,0,0,0,1,0,0,0.419607843137255,1,1,0,0.01,0.01,0,0,0,0,1
"1246",0.00440763255036638,0,0.0740740740740741,0,3.66146946379119e-06,3.91255677475567e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0176125244618395,0.0195694716242661,0,0,0,0.1,1,0,0.2,1,0.980392156862745,0.98,0.01,0,0,0,0,0,0,1
"1263",0,0,0.296296296296296,0,1.004671499211e-07,1.9633921269683e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.764705882352941,0.0392156862745098,0.03,0.03,0.01,0.2,0.01,0,0.01,0,1
"1272",0,0.5,0.148148148148148,0,5.13498766263399e-07,6.54464042322767e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187866927592955,0.348336594911937,0,0,0,0,1,0,0.02,1,0.996078431372549,1,0.01,0.01,0,0,0,0,0,1
"1281",1.83651356265266e-05,0,0.222222222222222,0,1.20448949738741e-05,4.75197804643052e-05,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.541176470588235,0.654901960784314,0.57,0.03,0.01,0.01,0,0,0,0,1
"1292",0,0.5,0.148148148148148,0,5.02335749605499e-07,1.97761960614923e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154598825831703,0.311154598825832,0,0,0,0,1,0,0.01,1,0.996078431372549,1,0.01,0,0,0,0,0,0,1
"1302",0.000477493526289692,0,0.333333333333333,0,3.04750354760669e-06,0.000128474137003795,0,0,0,0.0495049504950495,0,1,0,0,0,0,0,0,0,0,0,1,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.690196078431373,0.192156862745098,0.28,0.02,0.01,0,0.01,0.02,0,0,1
"1331",0,0,0.0740740740740741,0,2.64563494792229e-06,1.9633921269683e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,0.00784313725490196,0.00784313725490196,1,0,0.5,0,0,0,0,0,1
"1348",0,0,0.0740740740740741,0,2.5116787480275e-06,0.000193066892485216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.0196078431372549,1,1,0,0.2,0.02,0,0,0,0,1
"1374",0,0.5,0.037037037037037,0,1.6409634487113e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00195694716242661,0,0,0,0,0.33,0.67,0,1,0.00392156862745098,0,0.61,0.97,0,0,0,0,0,1
"1381",0,0,0.0740740740740741,0,2.92471036436979e-06,0.000143839814519199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00782778864970646,0,0,0,0,1,0,0.5,0.368627450980392,1,1,0,0.02,0.01,0,0,0,0,1
"1413",0,0,0.0740740740740741,0,2.91354734771189e-06,0.00119681554869981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0176125244618395,0.0176125244618395,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"1442",0,0,0.0740740740740741,0,3.28192689742259e-06,0.000244570367120182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0156555772994129,0.0156555772994129,0,0,0,0,1,0,0,0.423529411764706,1,1,0,0.01,0.01,0,0,0,0,1
"1454",0,0,0.0740740740740741,0,2.4670266813959e-06,0.00013957157076492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00587084148727984,0,0,0,0,1,0,0.67,0.196078431372549,0.32156862745098,1,0,0.02,0.04,0,0,0,0,1
"1462",0,0,0.0740740740740741,0,3.17029673084359e-06,0.00147282864480984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,0.0431372549019608,1,1,0,0.09,0.07,0,0,0,0,1
"1482",0,0,0.0740740740740741,0,3.44937214729109e-06,0.00229005504896245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00587084148727984,0,0,0,0,1,0,0,0.12156862745098,0.505882352941176,1,0,0.03,0.02,0,0,0,0,1
"1522",0,0,0.0740740740740741,0,2.3888855647906e-06,4.02637660820311e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,0.105882352941176,1,1,0,0.04,0.05,0,0.01,0,0,1
"1561",0,0.5,0.148148148148148,0,5.13498766263399e-07,1.10974337611252e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544031311154599,0.542074363992172,0,0,0,0,1,0.01,0,1,0.996078431372549,1,0.01,0,0,0,0,0,0,1
"15710",0,0,0,0,8.34993646010918e-06,0,0,0,0,0,0,1,0,0,0,0.00120514193893948,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.0235294117647059,0.36078431372549,0.83,0.33,0.83,0.03,0,0,0,0,1
"1612",0,0,0.0740740740740741,0,3.67263248044909e-06,0.00120037241849504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00782778864970646,0.00782778864970646,0,0,0,0,1,0,0,0.325490196078431,1,1,0,0.01,0.04,0,0,0,0,1
"1622",0,0,0,0,1.004671499211e-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,0.725490196078431,0.466666666666667,0.5,0.38,0.5,0.02,0,0,0.37,0.01,1
"1634",0,0.5,0.148148148148148,0,5.13498766263399e-07,1.821117335159e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434442270058708,0.590998043052838,0,0,0,0,1,0,0.01,1,0.992156862745098,0.99,0.01,0,0,0,0,0,0,1
"16412",0,0,0,0,1.97138874178514e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.00391389432485323,0,0,0,0,1,0,0,1,0.0235294117647059,0.02,0.02,0.02,0,0,0,0.83,0,1
"1679",0.000128555949385686,0,0.296296296296296,0,8.93041332631998e-08,1.92070968942551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.768627450980392,0.0235294117647059,0.03,0.03,0.01,0.33,0,0,0.01,0,1
"1683",0,0,0.0740740740740741,0,2.96936243100139e-06,7.52633648671182e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.0117416829745597,0,0,0,0,1,0,0.67,0.368627450980392,1,1,0,0.01,0.02,0,0,0,0,1
"1694",0,0,0,0,2.73493908118549e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587084148727984,0.00391389432485323,0,0,0,0,0.67,0.67,0,0.388235294117647,0.266666666666667,0.32,0.06,0.32,0.03,0,0,0,0,1
"1702",0,0,0.0740740740740741,0,3.29308991408049e-06,6.61577781913232e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0215264187866928,0.0234833659491194,0,0,0,0,1,0,0.17,0.270588235294118,1,1,0,0.01,0.04,0,0,0,0,1
"1721",0,0,0.0740740740740741,0,2.54516779800119e-06,0.000972305927224737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0.0136986301369863,0,0,0,0,1,0,0.57,0.0705882352941176,0.0745098039215686,1,0,0.06,0.11,0,0,0,0,1
"17712",0,0,0.0740740740740741,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00587084148727984,0,0,1,1,1,0,1,0.462745098039216,0.764705882352941,1,0,0.01,0.02,0,0,0.74,0.84,1
"1811",0,1,0.37037037037037,0,3.34890499736999e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.968627450980392,0.968627450980392,1,0,1,0,0,0,0,0,1
"1825",1.83651356265266e-05,0,0.222222222222222,0,2.31967486151162e-05,4.7377505672496e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00391389432485323,0,0,0,0,1,0,1,0.349019607843137,0.458823529411765,0.31,0.03,0.01,0.02,0,0,0,0,1
"1833",0,0,0,0,2.120973165001e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,1,0,0,0.788235294117647,0.0196078431372549,0.02,0.04,0.02,0,0,0,0,0,1
